date,avg(fee)
2012-04-01,68645.99137156211
2012-04-02,64719.097342398025
2012-04-03,65608.20248094069
2012-04-04,69065.4766904662
2012-04-05,69410.4156232214
2012-04-06,71884.07180176146
2012-04-07,61001.92269736842
2012-04-08,65798.0603550296
2012-04-09,58140.69669034306
2012-04-10,82561.51830420406
2012-04-11,66753.7216849071
2012-04-12,75640.16984318456
2012-04-13,58312.632154523504
2012-04-14,75818.05518873801
2012-04-15,50162.82811016144
2012-04-16,69703.96945318877
2012-04-17,86125.04881486227
2012-04-18,72425.74883449884
2012-04-19,74043.43
2012-04-20,87161.7573928787
2012-04-21,68479.50729065407
2012-04-22,76589.91406987724
2012-04-23,60257.63231981982
2012-04-24,85588.52610966057
2012-04-25,73155.0520047638
2012-04-26,122872.25091593227
2012-04-27,95701.30034746352
2012-04-28,92458.2086979938
2012-04-29,52556.41130806055
2012-04-30,54540.17242111973
2012-05-01,65933.47237460814
2012-05-02,69497.9147123672
2012-05-03,80672.68568775889
2012-05-04,74170.33281316499
2012-05-05,60552.832281889525
2012-05-06,66032.92125560538
2012-05-07,73950.44829287006
2012-05-08,69837.16219876969
2012-05-09,81938.66877355755
2012-05-10,74951.16236632151
2012-05-11,64472.63810922827
2012-05-12,59656.51789806832
2012-05-13,80113.47261993622
2012-05-14,98112.3074535257
2012-05-15,91749.17310546436
2012-05-16,71956.42742560018
2012-05-17,69185.54077354592
2012-05-18,69989.29300273681
2012-05-19,89956.03654954242
2012-05-20,63594.342466624286
2012-05-21,61914.44845589166
2012-05-22,54381.07210391823
2012-05-23,69620.32567804024
2012-05-24,73056.38271465644
2012-05-25,66476.39128935481
2012-05-26,66982.12367369732
2012-05-27,66420.9874465913
2012-05-28,65217.903205299786
2012-05-29,56931.67078078884
2012-05-30,73768.23842845974
2012-05-31,59620.61262075858
2012-06-01,60652.23979459899
2012-06-02,55746.691640625
2012-06-03,57352.5037647689
2012-06-04,62607.36344638425
2012-06-05,67941.09460373275
2012-06-06,70738.7510823869
2012-06-07,64485.453422883475
2012-06-08,69026.60107963343
2012-06-09,68718.14792738276
2012-06-10,62220.44019056507
2012-06-11,56100.398542928284
2012-06-12,61722.48961245409
2012-06-13,66813.08659365425
2012-06-14,62515.45522942297
2012-06-15,61037.15085658168
2012-06-16,63783.2453675893
2012-06-17,60393.31676877178
2012-06-18,71371.47784802027
2012-06-19,70167.71258550692
2012-06-20,67295.92616138436
2012-06-21,117456.23754760661
2012-06-22,87851.97466581795
2012-06-23,79510.04658566113
2012-06-24,65391.568729903534
2012-06-25,56172.14481245429
2012-06-26,60456.362295353065
2012-06-27,58884.79381376518
2012-06-28,59453.35800467536
2012-06-29,51744.3927088342
2012-06-30,61639.45941285702
2012-07-01,50085.1832330359
2012-07-02,73048.40525708832
2012-07-03,54501.04685225217
2012-07-04,57355.03725608703
2012-07-05,58462.19987986878
2012-07-06,68509.24949824385
2012-07-07,167362.6083544798
2012-07-08,55303.272609260064
2012-07-09,63262.33976680329
2012-07-10,68506.04290193843
2012-07-11,61354.704
2012-07-12,55672.4217997778
2012-07-13,58640.620052125756
2012-07-14,67247.82064334927
2012-07-15,66815.52715885367
2012-07-16,67837.03674431946
2012-07-17,57225.37325644158
2012-07-18,81043.92395973978
2012-07-19,65066.327372321575
2012-07-20,101837.76327662119
2012-07-21,57864.9503945885
2012-07-22,51938.072203098105
2012-07-23,66431.11367667747
2012-07-24,56353.7711586591
2012-07-25,55254.23566436125
2012-07-26,59212.96144201648
2012-07-27,63293.135702448904
2012-07-28,58369.63261424922
2012-07-29,53553.265348142566
2012-07-30,58087.47724960023
2012-07-31,50816.22275760715
2012-08-01,65565.0714192154
2012-08-02,59665.457408689894
2012-08-03,89243.13214542836
2012-08-04,56408.72433643571
2012-08-05,77144.22179491032
2012-08-06,70625.54983050848
2012-08-07,63949.95169408506
2012-08-08,130888.65046803426
2012-08-09,58054.813439316014
2012-08-10,156935.98297797356
2012-08-11,57749.96203868554
2012-08-12,49720.422392886016
2012-08-13,52286.622114912425
2012-08-14,59920.912739813364
2012-08-15,64144.51137457758
2012-08-16,60992.121242765235
2012-08-17,76110.04179612368
2012-08-18,48962.38493622518
2012-08-19,58916.902330112855
2012-08-20,76895.56715126825
2012-08-21,57914.10338323706
2012-08-22,60311.804087236625
2012-08-23,65474.6982839902
2012-08-24,59635.18094500387
2012-08-25,71504.24175364096
2012-08-26,69720.50884146341
2012-08-27,87080.93663886875
2012-08-28,84129.22350693746
2012-08-29,70610.30527054284
2012-08-30,85800.0276876806
2012-08-31,75043.9051792044
2012-09-01,86654.75979791043
2012-09-02,90968.2371680362
2012-09-03,88386.85836079293
2012-09-04,74263.43003054123
2012-09-05,63700.98456302419
2012-09-06,59720.201355456884
2012-09-07,59622.19810052863
2012-09-08,71359.72668655567
2012-09-09,70127.59483854564
2012-09-10,71534.93833254043
2012-09-11,80554.03937213865
2012-09-12,72978.80495444192
2012-09-13,67819.59142118863
2012-09-14,55983.514757184785
2012-09-15,54072.46285965943
2012-09-16,51965.28734823157
2012-09-17,59828.166039433854
2012-09-18,68252.82754943482
2012-09-19,66531.79802053924
2012-09-20,57505.18742407775
2012-09-21,96602.15830230336
2012-09-22,69206.79821931498
2012-09-23,64931.058323511555
2012-09-24,96706.65796505653
2012-09-25,59465.63634859577
2012-09-26,60321.04078610434
2012-09-27,56851.74900342188
2012-09-28,181250.55438232422
2012-09-29,59590.213529509834
2012-09-30,55429.07654344881
2012-10-01,67095.77490192906
2012-10-02,92656.38883143743
2012-10-03,68964.69357681203
2012-10-04,402622.1780469109
2012-10-05,75895.1082730747
2012-10-06,68363.6859696376
2012-10-07,76105.0955192075
2012-10-08,71297.96825521447
2012-10-09,72616.70101551482
2012-10-10,75069.80788445527
2012-10-11,81417.03669989886
2012-10-12,71273.00418220472
2012-10-13,63600.496433967965
2012-10-14,62434.30812723426
2012-10-15,70088.8377637267
2012-10-16,72424.7491385052
2012-10-17,209872.5219564329
2012-10-18,60268.787592454966
2012-10-19,62199.231451899184
2012-10-20,59014.509296366865
2012-10-21,60709.46087723165
2012-10-22,58452.69905454882
2012-10-23,65568.44903374856
2012-10-24,66174.10598248121
2012-10-25,61743.33917327209
2012-10-26,83222.71779085146
2012-10-27,76900.43670692087
2012-10-28,70740.28600055663
2012-10-29,80811.11213953489
2012-10-30,77033.31580316779
2012-10-31,82722.91860925959
2012-11-01,85539.43307386411
2012-11-02,93384.24667126595
2012-11-03,78464.3133185489
2012-11-04,80272.68610105332
2012-11-05,80052.29859557544
2012-11-06,80303.96501594447
2012-11-07,80172.26219846492
2012-11-08,77858.7491284899
2012-11-09,77122.93178836904
2012-11-10,79499.59489468443
2012-11-11,74029.84894926767
2012-11-12,74673.11308203991
2012-11-13,75691.99119088866
2012-11-14,76966.7407779004
2012-11-15,84144.07908733113
2012-11-16,80949.33696699285
2012-11-17,78695.76446001598
2012-11-18,79655.34333255215
2012-11-19,75680.67711182732
2012-11-20,76311.55523902545
2012-11-21,78811.19748630523
2012-11-22,70831.95948220065
2012-11-23,82229.88821219897
2012-11-24,73214.62844067569
2012-11-25,80341.13920949478
2012-11-26,73830.02824669897
2012-11-27,296818.0639837869
2012-11-28,117011.94457268628
2012-11-29,79263.62704753761
2012-11-30,75712.85348477721
2012-12-01,78966.85653290337
2012-12-02,73835.83495098515
2012-12-03,84442.16552010711
2012-12-04,87021.40793052294
2012-12-05,80679.40614627786
2012-12-06,83819.94701719453
2012-12-07,75693.55370975268
2012-12-08,77734.0610719238
2012-12-09,75866.20259521507
2012-12-10,85003.81016537368
2012-12-11,85636.89787650561
2012-12-12,77945.2121352352
2012-12-13,106160.03556391862
2012-12-14,82304.83685343723
2012-12-15,75206.15013131469
2012-12-16,78425.29233848235
2012-12-17,80939.3783625731
2012-12-18,80339.7353649723
2012-12-19,78179.65977884507
2012-12-20,86798.80042870664
2012-12-21,82880.1833781965
2012-12-22,79799.49358148972
2012-12-23,85604.7687680331
2012-12-24,77649.32832101022
2012-12-25,81108.6853494764
2012-12-26,79927.3992784125
2012-12-27,84354.20743599698
2012-12-28,79383.8594841312
2012-12-29,78404.38803463658
2012-12-30,77103.97982265057
2012-12-31,81231.97585151676
2013-01-01,79662.08339603712
2013-01-02,81322.97654248979
2013-01-03,89025.56782244913
2013-01-04,79242.44831134619
2013-01-05,79176.16516819882
2013-01-06,105571.87334221523
2013-01-07,89212.06001787132
2013-01-08,83904.5070940348
2013-01-09,75911.14614494095
2013-01-10,291966.11876891454
2013-01-11,80634.67887542892
2013-01-12,80280.28217030501
2013-01-13,79233.292388908
2013-01-14,78274.4217459605
2013-01-15,74566.33859002266
2013-01-16,76865.79732980291
2013-01-17,78737.81112266112
2013-01-18,76531.34510266794
2013-01-19,113125.95835855439
2013-01-20,79739.86521959827
2013-01-21,73201.4428179323
2013-01-22,75833.0423066374
2013-01-23,95136.74534041733
2013-01-24,95245.29105817701
2013-01-25,85377.50675104615
2013-01-26,91491.95191536493
2013-01-27,86121.71147564652
2013-01-28,82688.04865848985
2013-01-29,95965.40272324624
2013-01-30,84653.54159489556
2013-01-31,92574.80853330235
2013-02-01,88050.28722508505
2013-02-02,135660.16502340953
2013-02-03,85106.92575698123
2013-02-04,82211.65659485501
2013-02-05,79293.66641707225
2013-02-06,75771.19175185055
2013-02-07,79301.80516681091
2013-02-08,80862.26015659625
2013-02-09,78170.14926406926
2013-02-10,80095.53436209982
2013-02-11,84708.04965795048
2013-02-12,82801.39319567557
2013-02-13,94984.91208326283
2013-02-14,85322.82086475023
2013-02-15,102983.32819379302
2013-02-16,98725.31256197383
2013-02-17,94322.77517880528
2013-02-18,89509.46261960536
2013-02-19,85132.10726535703
2013-02-20,83556.41231505657
2013-02-21,92087.9645003219
2013-02-22,85652.81938524393
2013-02-23,83232.54683343123
2013-02-24,78765.45986984816
2013-02-25,99232.16965030383
2013-02-26,89729.2200100886
2013-02-27,89488.72998736649
2013-02-28,96337.46329001444
2013-03-01,105386.64710622143
2013-03-02,91652.01956112853
2013-03-03,82574.29510273784
2013-03-04,86255.16321591406
2013-03-05,90366.75416754589
2013-03-06,250586.3126513703
2013-03-07,92356.21659427887
2013-03-08,85256.26865030345
2013-03-09,93824.65185611925
2013-03-10,83015.30747250961
2013-03-11,84196.0440553897
2013-03-12,137469.26662404093
2013-03-13,92956.30322808256
2013-03-14,90570.53109232121
2013-03-15,103568.80508474576
2013-03-16,91960.0551671688
2013-03-17,89671.96231752857
2013-03-18,87001.78742094975
2013-03-19,112028.97653335647
2013-03-20,80150.77826519146
2013-03-21,91084.76596357353
2013-03-22,111865.99988445794
2013-03-23,99401.86578221264
2013-03-24,79143.01844745301
2013-03-25,90564.09705468128
2013-03-26,92402.44196000898
2013-03-27,112826.16740278534
2013-03-28,100285.55398514486
2013-03-29,97528.6734608651
2013-03-30,108248.26508547875
2013-03-31,104248.16441595052
2013-04-01,81756.26156907334
2013-04-02,96721.02492256148
2013-04-03,110687.21202358424
2013-04-04,114054.09762004425
2013-04-05,93263.58105355775
2013-04-06,75124.79455895432
2013-04-07,84920.37194882045
2013-04-08,75016.8549610895
2013-04-09,73561.9724391227
2013-04-10,101230.93168547768
2013-04-11,92634.72714780651
2013-04-12,96131.35489861987
2013-04-13,75251.43313339686
2013-04-14,96227.06327630654
2013-04-15,136288.50851438637
2013-04-16,76760.30636571512
2013-04-17,143696.85266109408
2013-04-18,91219.7912547447
2013-04-19,92975.92522846392
2013-04-20,95694.01859136268
2013-04-21,74425.69145712735
2013-04-22,98456.05498580328
2013-04-23,99303.01294026076
2013-04-24,96107.33751134214
2013-04-25,96810.06808809897
2013-04-26,73463.73789447018
2013-04-27,87941.87498027903
2013-04-28,78301.63521096492
2013-04-29,88311.4066169654
2013-04-30,96112.63142082817
2013-05-01,73898.70683391472
2013-05-02,94813.19147016904
2013-05-03,88420.68911927176
2013-05-04,90861.45892441456
2013-05-05,72647.7514901057
2013-05-06,99259.67395950506
2013-05-07,82338.29232396228
2013-05-08,103100.06407740043
2013-05-09,98674.71472429388
2013-05-10,94689.72358981158
2013-05-11,84054.56409907086
2013-05-12,86468.36988750994
2013-05-13,95920.57383848651
2013-05-14,86336.78835564916
2013-05-15,94255.24888189368
2013-05-16,126506.16078027405
2013-05-17,94334.81124108222
2013-05-18,75773.85975294455
2013-05-19,98584.99422835634
2013-05-20,89009.81006124413
2013-05-21,86221.17750546883
2013-05-22,95958.3298518946
2013-05-23,94434.70355751058
2013-05-24,87240.01240049819
2013-05-25,92192.39370124805
2013-05-26,77424.83104955552
2013-05-27,92665.51448121612
2013-05-28,96003.62603819871
2013-05-29,94721.16957864148
2013-05-30,82682.4971093233
2013-05-31,82915.55510985169
2013-06-01,75952.66106313639
2013-06-02,97758.73978417122
2013-06-03,105387.93091598955
2013-06-04,94083.40368262123
2013-06-05,106308.39671145687
2013-06-06,75519.19925692742
2013-06-07,75039.94602207404
2013-06-08,95556.57586378531
2013-06-09,81062.50507072025
2013-06-10,76617.03831111112
2013-06-11,95982.25765660552
2013-06-12,92682.21482562572
2013-06-13,94642.1674808418
2013-06-14,72392.22456748784
2013-06-15,92157.286495841
2013-06-16,72816.84189824513
2013-06-17,80214.98698387132
2013-06-18,82081.60907925332
2013-06-19,79540.24834683507
2013-06-20,133087.1146529563
2013-06-21,91417.8548068131
2013-06-22,124645.19338924519
2013-06-23,85431.40626379619
2013-06-24,88580.30866764607
2013-06-25,75725.96119115374
2013-06-26,88314.9752120455
2013-06-27,66650.99687825183
2013-06-28,97052.23333064256
2013-06-29,66732.46797099466
2013-06-30,94003.29951862502
2013-07-01,61665.151783888774
2013-07-02,89742.45732660782
2013-07-03,79296.61895246405
2013-07-04,66109.41646832143
2013-07-05,87665.0983070983
2013-07-06,89335.37927004675
2013-07-07,60683.03653314007
2013-07-08,82777.2773473971
2013-07-09,85105.46076606584
2013-07-10,67280.69017279168
2013-07-11,81319.027236727
2013-07-12,63777.65329465396
2013-07-13,88511.61814590466
2013-07-14,65646.20625196805
2013-07-15,60762.60015236437
2013-07-16,91077.16135255889
2013-07-17,82876.28332062102
2013-07-18,90818.06601894583
2013-07-19,57454.314916074974
2013-07-20,68177.74716634028
2013-07-21,69257.5932705325
2013-07-22,81966.73378523724
2013-07-23,55809.42649354704
2013-07-24,84086.92287717476
2013-07-25,79436.17291323771
2013-07-26,54380.95341556739
2013-07-27,87123.42258484224
2013-07-28,63862.99477239826
2013-07-29,72732.77020950924
2013-07-30,89400.15961360454
2013-07-31,99440.6570753574
2013-08-01,75319.37091387711
2013-08-02,56365.41011203344
2013-08-03,57787.11939841735
2013-08-04,73368.64976947795
2013-08-05,54604.288111997805
2013-08-06,76662.54133789476
2013-08-07,54778.32908030414
2013-08-08,84640.47061459447
2013-08-09,88380.21043940553
2013-08-10,57347.74674533321
2013-08-11,85479.861719848
2013-08-12,50510.83610735048
2013-08-13,56044.69538432555
2013-08-14,85574.15516840883
2013-08-15,108895.565242822
2013-08-16,66011.91345491359
2013-08-17,51146.99600325399
2013-08-18,81473.06014504317
2013-08-19,68217.6116891494
2013-08-20,54051.53667678877
2013-08-21,53111.40182716294
2013-08-22,58030.81961324313
2013-08-23,61358.59307908325
2013-08-24,53515.594245131906
2013-08-25,68104.3695862488
2013-08-26,72747.81823043873
2013-08-27,64075.12462411758
2013-08-28,402852.6149783002
2013-08-29,45836.210587876325
2013-08-30,70143.50746769324
2013-08-31,65731.72783917483
2013-09-01,53545.91926692133
2013-09-02,92468.53513049585
2013-09-03,59874.23815731457
2013-09-04,51079.84427792144
2013-09-05,53717.15514572699
2013-09-06,55038.39594083813
2013-09-07,47143.60548040103
2013-09-08,56277.94183242918
2013-09-09,52935.37356959567
2013-09-10,47902.16692003078
2013-09-11,45834.18616134932
2013-09-12,58020.29239005736
2013-09-13,46757.452402194765
2013-09-14,46458.919857667584
2013-09-15,51509.50080116262
2013-09-16,79407.31793389226
2013-09-17,445679.076975166
2013-09-18,177551.74532212515
2013-09-19,153382.720655354
2013-09-20,45782.36424043123
2013-09-21,50964.44818850242
2013-09-22,51647.88285562737
2013-09-23,60424.149690791084
2013-09-24,48984.255048568506
2013-09-25,56947.94525922123
2013-09-26,47319.5246676514
2013-09-27,176086.66875532822
2013-09-28,61263.72590418037
2013-09-29,62760.73167237318
2013-09-30,54609.88595300704
2013-10-01,68460.8377149254
2013-10-02,64429.399522303276
2013-10-03,61464.87190811237
2013-10-04,47695.0229303042
2013-10-05,57306.5038589239
2013-10-06,49367.31558438528
2013-10-07,73129.84358093698
2013-10-08,37960.39039684474
2013-10-09,59943.315532926805
2013-10-10,54628.39890595043
2013-10-11,43854.16409229228
2013-10-12,64979.11191737074
2013-10-13,60042.742651645094
2013-10-14,57503.13785420873
2013-10-15,69220.60994876939
2013-10-16,92863.97900680754
2013-10-17,77916.63127800298
2013-10-18,64293.27631115804
2013-10-19,65560.67859919365
2013-10-20,57645.20496580193
2013-10-21,62305.845693206065
2013-10-22,64075.88420858443
2013-10-23,82759.91166793217
2013-10-24,79776.47185466888
2013-10-25,88871.22566163805
2013-10-26,74021.99183194755
2013-10-27,132178.93508960656
2013-10-28,61019.66536865999
2013-10-29,69006.7955137192
2013-10-30,61351.87002022871
2013-10-31,51526.64813255186
2013-11-01,77149.739723612
2013-11-02,60057.07049335137
2013-11-03,113721.40476256711
2013-11-04,113854.21846099774
2013-11-05,91631.62282690854
2013-11-06,264735.2792866492
2013-11-07,212277.99342529115
2013-11-08,180369.4042348412
2013-11-09,101538.74581552061
2013-11-10,79657.9766762835
2013-11-11,108393.89885898441
2013-11-12,38608.112765191145
2013-11-13,35520.72071835979
2013-11-14,33334.7142033913
2013-11-15,28427.447959418198
2013-11-16,30240.57191308956
2013-11-17,33293.5645227286
2013-11-18,34456.65214090495
2013-11-19,34010.19954362965
2013-11-20,32594.254712602182
2013-11-21,36977.6341928657
2013-11-22,30277.19951395116
2013-11-23,28969.763994761874
2013-11-24,28813.11836808465
2013-11-25,27302.39402170128
2013-11-26,30266.262067807587
2013-11-27,31835.43709371827
2013-11-28,31075.27384478523
2013-11-29,28962.617756760355
2013-11-30,26840.040883096157
2013-12-01,26171.7712566882
2013-12-02,27970.769670504167
2013-12-03,26273.612164754657
2013-12-04,26163.27292022506
2013-12-05,27070.431996926145
2013-12-06,26632.314387162096
2013-12-07,55368.67691103497
2013-12-08,23983.04543252522
2013-12-09,26785.636086444007
2013-12-10,25880.136284991793
2013-12-11,25920.749959141223
2013-12-12,24633.299507033786
2013-12-13,25175.363270398404
2013-12-14,22940.663003866288
2013-12-15,22022.560124646327
2013-12-16,22636.204966706064
2013-12-17,22448.841954532036
2013-12-18,22873.845344129553
2013-12-19,23463.464853866073
2013-12-20,24959.392452714226
2013-12-21,22172.31972255407
2013-12-22,21674.754806510766
2013-12-23,22318.795160963386
2013-12-24,21598.936865658285
2013-12-25,22223.14788554521
2013-12-26,26060.19045947422
2013-12-27,23311.84897672476
2013-12-28,24284.34470620092
2013-12-29,28351.747959084267
2013-12-30,21113.42475680147
2013-12-31,22490.653980797182
2014-01-01,21744.46835384258
2014-01-02,25217.978090195364
2014-01-03,22662.165972449984
2014-01-04,23606.19864750634
2014-01-05,23760.058623981455
2014-01-06,43808.05941387809
2014-01-07,24686.275325459777
2014-01-08,22990.255245039796
2014-01-09,21695.87032237299
2014-01-10,23147.31678543736
2014-01-11,21939.467613148096
2014-01-12,23344.864059995645
2014-01-13,22428.511232487235
2014-01-14,28041.735177245635
2014-01-15,27348.950610270727
2014-01-16,23362.530959561223
2014-01-17,24853.9544776878
2014-01-18,24670.208209722143
2014-01-19,23792.2690761379
2014-01-20,24249.59933653953
2014-01-21,21493.137770919162
2014-01-22,22453.203554340398
2014-01-23,26419.389643890776
2014-01-24,23306.606570121952
2014-01-25,22005.490643101144
2014-01-26,21927.528143779626
2014-01-27,20905.506369030976
2014-01-28,21529.084334418054
2014-01-29,22306.982356489392
2014-01-30,21867.14592345269
2014-01-31,23858.314373890393
2014-02-01,20830.530070389148
2014-02-02,20583.793171122077
2014-02-03,21083.464965277777
2014-02-04,20376.233670969497
2014-02-05,20465.172785025694
2014-02-06,21400.267873432156
2014-02-07,21710.859942706415
2014-02-08,18869.68001353659
2014-02-09,18790.59992223263
2014-02-10,19655.305190725503
2014-02-11,19480.85832007021
2014-02-12,25813.452338795352
2014-02-13,20864.60640936159
2014-02-14,22830.573141582878
2014-02-15,20285.75890202921
2014-02-16,19681.8736854913
2014-02-17,38719.048855438516
2014-02-18,20409.461380870842
2014-02-19,20613.61737617975
2014-02-20,20825.572894411336
2014-02-21,20014.48156794927
2014-02-22,20991.86438395855
2014-02-23,20051.9824549722
2014-02-24,20624.15536072416
2014-02-25,22112.923653255413
2014-02-26,20311.567877446156
2014-02-27,20342.082614770177
2014-02-28,23343.115877080665
2014-03-01,19866.53862654175
2014-03-02,19120.87212854242
2014-03-03,21208.984175034457
2014-03-04,20548.75417257683
2014-03-05,19783.12538678307
2014-03-06,20780.326697576813
2014-03-07,19159.76414403207
2014-03-08,17996.99170150178
2014-03-09,19755.3218094947
2014-03-10,22948.984622763954
2014-03-11,20068.91030654559
2014-03-12,21636.646576455023
2014-03-13,20123.468498042716
2014-03-14,19337.70887205268
2014-03-15,18096.436343437024
2014-03-16,20870.862957594552
2014-03-17,19702.487047412495
2014-03-18,17992.273466070703
2014-03-19,18266.558939894858
2014-03-20,19343.28694966339
2014-03-21,20080.76049034765
2014-03-22,26366.23126303001
2014-03-23,19259.719188389754
2014-03-24,18310.92767282307
2014-03-25,20246.854513584574
2014-03-26,22174.017726707167
2014-03-27,19188.029169397232
2014-03-28,18373.65980411157
2014-03-29,18380.746855641075
2014-03-30,19145.11042513148
2014-03-31,19431.376787306664
2014-04-01,19202.35246975178
2014-04-02,19793.151838955062
2014-04-03,20067.410226187636
2014-04-04,20584.45431711624
2014-04-05,20013.73684021866
2014-04-06,20692.979364127175
2014-04-07,21569.483695487008
2014-04-08,21762.045709821494
2014-04-09,31094.82103663684
2014-04-10,21138.442721272437
2014-04-11,21212.296780867768
2014-04-12,19001.148387096775
2014-04-13,20129.49828017511
2014-04-14,21843.185462624075
2014-04-15,22661.408864288755
2014-04-16,20810.051170656327
2014-04-17,23002.819404816688
2014-04-18,21335.028282686504
2014-04-19,23569.370737176494
2014-04-20,22157.91580857615
2014-04-21,21470.319153329892
2014-04-22,19597.434522436637
2014-04-23,19691.032966438597
2014-04-24,20562.21638649682
2014-04-25,18781.033764624914
2014-04-26,17516.082874940104
2014-04-27,22323.63822227289
2014-04-28,19815.69886592508
2014-04-29,19392.818205573574
2014-04-30,20355.16611144285
2014-05-01,18180.81455965671
2014-05-02,19801.99751588003
2014-05-03,18999.37513156194
2014-05-04,19094.98336842512
2014-05-05,19971.040494074936
2014-05-06,19428.02411042627
2014-05-07,19393.803551736484
2014-05-08,19705.435063898924
2014-05-09,23492.71345390916
2014-05-10,17897.180374361884
2014-05-11,18444.892907396843
2014-05-12,18720.97750544223
2014-05-13,17838.435298527907
2014-05-14,17305.038362365343
2014-05-15,17092.838850092798
2014-05-16,17783.040407745328
2014-05-17,17398.853731008578
2014-05-18,17459.742446706205
2014-05-19,17794.330576965083
2014-05-20,18715.1826901566
2014-05-21,18569.533154342935
2014-05-22,17397.668475519135
2014-05-23,17482.433841505288
2014-05-24,21250.18968452111
2014-05-25,17622.352621338985
2014-05-26,18770.431223603504
2014-05-27,17718.403391512464
2014-05-28,19297.993779203185
2014-05-29,18284.86703283253
2014-05-30,17808.514241405253
2014-05-31,18492.119010197042
2014-06-01,19467.137282242584
2014-06-02,18164.99383865661
2014-06-03,19284.808580242487
2014-06-04,18455.989193593014
2014-06-05,18447.827126745837
2014-06-06,17324.91091078246
2014-06-07,17149.406776020307
2014-06-08,18312.33406475118
2014-06-09,18530.562688935282
2014-06-10,18393.338224145555
2014-06-11,17943.464211246755
2014-06-12,19982.120397256887
2014-06-13,17837.80117085528
2014-06-14,16959.976807970743
2014-06-15,17691.42701609912
2014-06-16,17563.821540535
2014-06-17,17159.56076886853
2014-06-18,20208.930519033307
2014-06-19,18765.930220642393
2014-06-20,18674.969658946342
2014-06-21,17957.6772907588
2014-06-22,18006.64178508702
2014-06-23,18758.461189717018
2014-06-24,17049.943374998074
2014-06-25,19193.88760345979
2014-06-26,16496.557282849328
2014-06-27,16996.360639075057
2014-06-28,17032.0761692896
2014-06-29,17755.432354259177
2014-06-30,16928.702211274223
2014-07-01,18887.20418184698
2014-07-02,19105.02974763218
2014-07-03,17463.766010596828
2014-07-04,17000.758647930885
2014-07-05,16603.8276214117
2014-07-06,17699.763363317288
2014-07-07,17343.301842748046
2014-07-08,17509.698589500407
2014-07-09,17059.93925683762
2014-07-10,17314.231266929804
2014-07-11,18401.042723902705
2014-07-12,16298.213473266735
2014-07-13,17977.87469714024
2014-07-14,18737.438361402783
2014-07-15,17309.149510481773
2014-07-16,19236.56236751003
2014-07-17,17760.81340117464
2014-07-18,18651.757360057443
2014-07-19,17386.417040283446
2014-07-20,17276.64500682679
2014-07-21,16498.32048605702
2014-07-22,17519.88608693051
2014-07-23,16459.7825456394
2014-07-24,16140.861412879474
2014-07-25,16737.416273699957
2014-07-26,15514.030230948112
2014-07-27,17136.354561366392
2014-07-28,15986.841298035339
2014-07-29,16873.84250166377
2014-07-30,16677.02766314453
2014-07-31,16138.428376886799
2014-08-01,15724.293867334167
2014-08-02,15395.894578915782
2014-08-03,15945.273922530352
2014-08-04,16356.569339838165
2014-08-05,16620.334221331173
2014-08-06,16370.713813089227
2014-08-07,15700.95657459986
2014-08-08,16351.56737484809
2014-08-09,15358.971930229873
2014-08-10,16975.94184380018
2014-08-11,16215.258286470395
2014-08-12,16269.206684679535
2014-08-13,16398.252541656762
2014-08-14,15422.735451809514
2014-08-15,16447.97943792439
2014-08-16,19201.024759466854
2014-08-17,61973.144014745194
2014-08-18,16158.676928997498
2014-08-19,17128.139831415574
2014-08-20,16204.99490804691
2014-08-21,15624.10749822317
2014-08-22,16051.939057882324
2014-08-23,14972.496275589046
2014-08-24,15952.875280007056
2014-08-25,23540.481543480128
2014-08-26,15911.79032480044
2014-08-27,15475.15546855097
2014-08-28,15150.171679197994
2014-08-29,15197.751799924214
2014-08-30,14923.395007677982
2014-08-31,15399.515366634923
2014-09-01,15504.856954094028
2014-09-02,16127.383387336773
2014-09-03,15482.640952858017
2014-09-04,15813.293772066092
2014-09-05,16227.2916311473
2014-09-06,15171.945241364074
2014-09-07,32791.45751590668
2014-09-08,16107.737560383286
2014-09-09,17252.345670561775
2014-09-10,17570.550084070674
2014-09-11,15373.626132129768
2014-09-12,15653.923227655592
2014-09-13,15584.97727198511
2014-09-14,16605.188027492426
2014-09-15,15546.036190984669
2014-09-16,16451.869374326525
2014-09-17,15279.08096631592
2014-09-18,15959.105824414457
2014-09-19,15281.17425868053
2014-09-20,16172.043744683533
2014-09-21,15613.984615384616
2014-09-22,15984.187695288516
2014-09-23,16489.93450047229
2014-09-24,16481.535879104755
2014-09-25,16823.722272455205
2014-09-26,65951.60015160912
2014-09-27,16583.638854572524
2014-09-28,17246.54710121717
2014-09-29,15644.403277552487
2014-09-30,15545.662384944748
2014-10-01,16392.131430965106
2014-10-02,15604.623533002248
2014-10-03,16080.868804431779
2014-10-04,18866.611808140235
2014-10-05,17665.929704440812
2014-10-06,16158.752386321414
2014-10-07,16897.05081637557
2014-10-08,15909.901900581086
2014-10-09,16794.983343197768
2014-10-10,16044.153778775692
2014-10-11,15966.674423254382
2014-10-12,17345.78779385599
2014-10-13,16812.547150445203
2014-10-14,16303.970588958262
2014-10-15,16458.521460324955
2014-10-16,16054.089111002548
2014-10-17,16522.69453267268
2014-10-18,15570.333980173595
2014-10-19,16682.82591099518
2014-10-20,15666.209903264813
